PondID,pH,Salinity,Carbonate,BiCarbonate,Alkalinity,Hardness,Calcium,Magnesium,Ammonia,DateofReport,Coincidence,Date of Image,Cloud Cover,B10,Geojson,B11,B12,B1,B2,B3,B4,B5,B6,B7,B8A,B8,B9
TUPILIPALEM_B7,8.3,30,20,150,170,5600,340,1166,0.05,2023-4-21,1,2023-04-20,0,9,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.14169883974233,
              14.020923918423563
            ],
            [
              80.14176022955775,
              14.020477211628176
            ],
            [
              80.14214172341264,
              14.020553789997834
            ],
            [
              80.1420496386894,
              14.020987733608479
            ],
            [
              80.14169883974233,
              14.020923918423563
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1139,834,1581,1282,1229,930,1330,1371,1500,1366,840,222
TUPILIPALEM_B8,7.5,29,0,160,160,5500,328,1142,0.07,2023-4-21,1,2023-04-20,0,11,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.14093146704909,
              14.020796287999474
            ],
            [
              80.14103232174512,
              14.020366598382964
            ],
            [
              80.14140066063783,
              14.020413396300242
            ],
            [
              80.14134804079708,
              14.020830322785713
            ],
            [
              80.14093146704909,
              14.020796287999474
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",704,450,1589,1397,1304,1088,1019,829,858,733,712,260
TUPILIPALEM_C8,8.4,30,30,150,180,5600,338,1126,0.04,2023-4-21,1,2023-04-20,0,8,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.140820498234,
              14.021580599951164
            ],
            [
              80.14085450796813,
              14.02122863809035
            ],
            [
              80.14180111225744,
              14.02137712206644
            ],
            [
              80.14169341476384,
              14.021492609536537
            ],
            [
              80.140820498234,
              14.021580599951164
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",632,381,1552,1255,1190,934,1035,836,892,831,715,240
TUPILIPALEM_A3,8.2,27,20,160,180,5300,300,1020,0.04,2023-4-21,1,2023-04-20,0,10,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.1445790294037,
              14.020464095942799
            ],
            [
              80.14465442226486,
              14.019947190943881
            ],
            [
              80.14508164847547,
              14.020098361393735
            ],
            [
              80.14496101989778,
              14.020600636691356
            ],
            [
              80.1445790294037,
              14.020464095942799
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",859,603,1560,1271,1216,948,1198,1016,1088,950,803,259
TUPILIPALEM_A4,8,30,0,150,150,5800,344,1182,0.04,2023-4-21,1,2023-04-20,0,11,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.14389044127671,
              14.020337308032325
            ],
            [
              80.14394572937368,
              14.01984478509847
            ],
            [
              80.14431264129593,
              14.019908179197984
            ],
            [
              80.14424730081629,
              14.02037144324592
            ],
            [
              80.14389044127671,
              14.020337308032325
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",859,598,1554,1257,1186,910,1121,978,1061,950,729,266
TUPILIPALEM_A5,7.8,32,0,140,149,6400,366,1202,0.05,2023-4-21,1,2023-04-20,0,11,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.14320464803308,
              14.020193242069638
            ],
            [
              80.14326133087303,
              14.019739538808722
            ],
            [
              80.14362032218696,
              14.01978078459689
            ],
            [
              80.143582533629,
              14.020239070631618
            ],
            [
              80.14320464803308,
              14.020193242069638
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",925,755,1554,1245,1110,893,1102,1024,1106,1005,687,266
TUPILIPALEM_A2,8.2,32,20,130,150,6360,372,1121,0.03,2023-4-21,1,2023-04-20,0,10,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.14526797500247,
              14.020721313466282
            ],
            [
              80.14536373172126,
              14.020202908825837
            ],
            [
              80.14576016454407,
              14.020347839273484
            ],
            [
              80.14564334134582,
              14.020823507791704
            ],
            [
              80.14526797500247,
              14.020721313466282
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1094,836,1552,1228,1125,847,1147,1057,1140,1040,679,251
VAVILLAPALEM_A1,7.5,22,0,170,170,6400,864,981,0.04,25-04-23,0,2023-04-25,0,77,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.131119091458,
              14.004920565546442
            ],
            [
              80.13122478696772,
              14.004472367436549
            ],
            [
              80.13178849635136,
              14.00460150935487
            ],
            [
              80.1316828008417,
              14.005061102062214
            ],
            [
              80.131119091458,
              14.004920565546442
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1551,1016,1869,1565,1469,1326,1506,1576,1876,1905,1406,304
VAVILLAPALEM_A2,7.5,25,0,170,170,7100,924,1071,0.02,25-04-23,0,2023-04-25,0,75,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13129525064016,
              14.004168503814356
            ],
            [
              80.13141660474406,
              14.003765883894701
            ],
            [
              80.13199597272205,
              14.003860841486073
            ],
            [
              80.13188244791576,
              14.004316637380583
            ],
            [
              80.13129525064016,
              14.004168503814356
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1391,897,1928,1573,1527,1330,1458,1523,1769,1738,1292,344
VAVILLAPALEM_A3,7.7,20,0,160,160,5500,766,921,0.03,25-04-23,0,2023-04-25,0,76,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13149884272315,
              14.003467413451204
            ],
            [
              80.13160062358514,
              14.003030607456239
            ],
            [
              80.13212518648379,
              14.003159750184025
            ],
            [
              80.13199600308332,
              14.003592757626919
            ],
            [
              80.13149884272315,
              14.003467413451204
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1549,1108,1857,1606,1536,1347,1549,1696,1892,1886,1300,289
VAVILLAPALEM_A4,7.6,20,0,150,150,5700,788,942,0.04,25-04-23,0,2023-04-25,0,76,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13167584098596,
              14.00273867224982
            ],
            [
              80.13178370906684,
              14.00229908852998
            ],
            [
              80.1323500164907,
              14.002419450822558
            ],
            [
              80.13225832862184,
              14.002895666231836
            ],
            [
              80.13167584098596,
              14.00273867224982
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1516,1041,1906,1564,1500,1305,1564,1656,1835,1861,1350,317
VAVILLAPALEM_A5,7.6,20,0,160,160,5800,800,952,0.02,25-04-23,0,2023-04-25,0,77,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13186589609683,
              14.00200600817827
            ],
            [
              80.13194554989832,
              14.001526827858711
            ],
            [
              80.13251905726304,
              14.001650487391998
            ],
            [
              80.13240754194152,
              14.002145124857577
            ],
            [
              80.13186589609683,
              14.00200600817827
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1582,1070,1953,1582,1457,1289,1515,1581,1792,1879,1268,348
VAVILLAPALEM_A6,7.8,17,0,150,150,4800,578,686,0.02,25-04-23,0,2023-04-25,0,78,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13204938090564,
              14.001243573552244
            ],
            [
              80.13215558597335,
              14.000805611631762
            ],
            [
              80.13267599080558,
              14.000939576543033
            ],
            [
              80.13258040624413,
              14.001372385723144
            ],
            [
              80.13204938090564,
              14.001243573552244
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1523,961,1887,1548,1455,1231,1506,1573,1831,1847,1230,315
VAVILLAPALEM_A7,7.7,16,0,160,160,4660,544,671,0.01,25-04-23,0,2023-04-25,0,77,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13227241154868,
              14.000517071557198
            ],
            [
              80.13243702940258,
              13.999919380249949
            ],
            [
              80.13288309068713,
              13.999986362973686
            ],
            [
              80.1327397138457,
              14.00064588413538
            ],
            [
              80.13227241154868,
              14.000517071557198
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1166,836,1868,1515,1386,1205,1324,1366,1480,1396,1144,313
VAVILLAPALEM_B2,7.7,20,0,170,170,5600,748,861,0.05,25-04-23,0,2023-04-25,0,76,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13216089237716,
              14.004407490804368
            ],
            [
              80.13226142285077,
              14.003971116414633
            ],
            [
              80.13283815030667,
              14.00411999718176
            ],
            [
              80.13274820198762,
              14.004520434629384
            ],
            [
              80.13216089237716,
              14.004407490804368
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1402,959,1859,1578,1477,1290,1422,1353,1541,1592,1209,302
VAVILLAPALEM_B3,7.8,19,0,180,180,5400,732,834,0.03,25-04-23,0,2023-04-25,0,76,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13234608157063,
              14.003673355789857
            ],
            [
              80.13242544773357,
              14.003247247680108
            ],
            [
              80.13298630195686,
              14.003365325910067
            ],
            [
              80.13290164471584,
              14.0038376382237
            ],
            [
              80.13234608157063,
              14.003673355789857
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1486,1025,1808,1564,1494,1270,1455,1351,1607,1574,1229,264
VAVILLAPALEM_B4,7.7,20,0,170,170,5500,732,866,0.02,25-04-23,0,2023-04-25,0,78,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13254001231007,
              14.002961804602435
            ],
            [
              80.13267326387648,
              14.002493121494837
            ],
            [
              80.13321737444511,
              14.002622413481802
            ],
            [
              80.13309522717384,
              14.003080322018718
            ],
            [
              80.13254001231007,
              14.002961804602435
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1488,1034,1967,1647,1640,1450,1578,1530,1697,1656,1341,342
VAVILLAPALEM_B7,7.7,20,0,150,150,5700,758,872,0.03,25-04-23,0,2023-04-25,0,77,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.1331356969323,
              14.00072961102346
            ],
            [
              80.1332700811094,
              14.000235207573866
            ],
            [
              80.13380761781605,
              14.000371032803415
            ],
            [
              80.13370123034326,
              14.000843703975946
            ],
            [
              80.1331356969323,
              14.00072961102346
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1578,1049,1927,1554,1447,1247,1490,1582,1660,1616,1249,344
VAVILLAPALEM_B8,7.8,15,0,160,160,5060,388,452,0.02,25-04-23,0,2023-04-25,0,78,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13331487583406,
              13.99993095876863
            ],
            [
              80.13342126330832,
              13.999501749947655
            ],
            [
              80.13398119737667,
              13.999626709560516
            ],
            [
              80.13387480990383,
              14.000083083221583
            ],
            [
              80.13331487583406,
              13.99993095876863
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1412,949,1858,1517,1428,1205,1461,1576,1666,1691,1252,298
VAVILLAPALEM_B9,7.7,15,0,160,160,5100,400,466,0.02,25-04-23,0,2023-04-25,0,80,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13348845539616,
              13.999202933206305
            ],
            [
              80.13358924352929,
              13.998800888250813
            ],
            [
              80.13412678023451,
              13.998893249992236
            ],
            [
              80.13405958814678,
              13.999322459949653
            ],
            [
              80.13348845539616,
              13.999202933206305
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1352,908,1834,1513,1404,1218,1418,1430,1653,1682,1330,295
VAVILLAPALEM_A1,7.6,24,0,140,140,6880,900,1042,0.07,22-05-2023,2,2023-05-20,0,12,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.131119091458,
              14.004920565546442
            ],
            [
              80.13122478696772,
              14.004472367436549
            ],
            [
              80.13178849635136,
              14.00460150935487
            ],
            [
              80.1316828008417,
              14.005061102062214
            ],
            [
              80.131119091458,
              14.004920565546442
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1558,1043,1849,1494,1383,1206,1467,1615,1780,1781,1377,261
VAVILLAPALEM_A2,8,26,0,160,160,7700,966,1092,0.06,22-05-2023,2,2023-05-20,0,12,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13129525064016,
              14.004168503814356
            ],
            [
              80.13141660474406,
              14.003765883894701
            ],
            [
              80.13199597272205,
              14.003860841486073
            ],
            [
              80.13188244791576,
              14.004316637380583
            ],
            [
              80.13129525064016,
              14.004168503814356
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1438,819,1889,1500,1371,1155,1385,1496,1667,1681,1247,284
VAVILLAPALEM_A3,7.5,25,0,130,130,7400,932,1042,0.08,22-05-2023,2,2023-05-20,0,12,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13149884272315,
              14.003467413451204
            ],
            [
              80.13160062358514,
              14.003030607456239
            ],
            [
              80.13212518648379,
              14.003159750184025
            ],
            [
              80.13199600308332,
              14.003592757626919
            ],
            [
              80.13149884272315,
              14.003467413451204
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1639,1033,1823,1502,1361,1161,1432,1572,1781,1782,1193,215
VAVILLAPALEM_A4,8,26,0,180,180,7600,958,1066,0.05,22-05-2023,2,2023-05-20,0,12,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13167584098596,
              14.00273867224982
            ],
            [
              80.13178370906684,
              14.00229908852998
            ],
            [
              80.1323500164907,
              14.002419450822558
            ],
            [
              80.13225832862184,
              14.002895666231836
            ],
            [
              80.13167584098596,
              14.00273867224982
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1540,1030,1871,1505,1355,1142,1432,1606,1794,1706,1185,256
VAVILLAPALEM_A5,8.3,24,30,170,200,7100,932,1081,0.06,22-05-2023,2,2023-05-20,0,11,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13186589609683,
              14.00200600817827
            ],
            [
              80.13194554989832,
              14.001526827858711
            ],
            [
              80.13251905726304,
              14.001650487391998
            ],
            [
              80.13240754194152,
              14.002145124857577
            ],
            [
              80.13186589609683,
              14.00200600817827
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1665,1102,1921,1554,1446,1229,1499,1677,1870,1754,1279,291
VAVILLAPALEM_A6,7.9,22,0,160,160,6400,844,1016,0.06,22-05-2023,2,2023-05-20,0,11,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13204938090564,
              14.001243573552244
            ],
            [
              80.13215558597335,
              14.000805611631762
            ],
            [
              80.13267599080558,
              14.000939576543033
            ],
            [
              80.13258040624413,
              14.001372385723144
            ],
            [
              80.13204938090564,
              14.001243573552244
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1549,973,1905,1489,1331,1127,1432,1581,1733,1742,1151,262
VAVILLAPALEM_A7,7.5,21,0,150,150,6600,872,1024,0.05,22-05-2023,2,2023-05-20,0,11,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13227241154868,
              14.000517071557198
            ],
            [
              80.13243702940258,
              13.999919380249949
            ],
            [
              80.13288309068713,
              13.999986362973686
            ],
            [
              80.1327397138457,
              14.00064588413538
            ],
            [
              80.13227241154868,
              14.000517071557198
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1307,787,1836,1468,1279,1094,1290,1356,1519,1406,1061,245
VAVILLAPALEM_B1,7.5,15,0,130,130,5200,388,461,0.04,22-05-2023,2,2023-05-20,0,10,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13197041358455,
              14.005172427441309
            ],
            [
              80.13209739944676,
              14.0046487798175
            ],
            [
              80.1326635447466,
              14.004813061553094
            ],
            [
              80.13255243211694,
              14.005300772264434
            ],
            [
              80.13197041358455,
              14.005172427441309
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1492,947,1875,1463,1282,1102,1354,1492,1673,1847,1052,276
VAVILLAPALEM_B2,8.3,28,30,140,170,5100,700,821,0.04,22-05-2023,2,2023-05-20,0,11,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13216089237716,
              14.004407490804368
            ],
            [
              80.13226142285077,
              14.003971116414633
            ],
            [
              80.13283815030667,
              14.00411999718176
            ],
            [
              80.13274820198762,
              14.004520434629384
            ],
            [
              80.13216089237716,
              14.004407490804368
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1227,782,1831,1500,1317,1152,1279,1315,1413,1412,1073,229
VAVILLAPALEM_B3,8,24,0,150,150,6500,868,942,0.05,22-05-2023,2,2023-05-20,0,10,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13234608157063,
              14.003673355789857
            ],
            [
              80.13242544773357,
              14.003247247680108
            ],
            [
              80.13298630195686,
              14.003365325910067
            ],
            [
              80.13290164471584,
              14.0038376382237
            ],
            [
              80.13234608157063,
              14.003673355789857
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1298,843,1801,1496,1351,1131,1332,1414,1556,1497,1150,205
VAVILLAPALEM_B4,7.7,25,0,140,140,6800,900,961,0.08,22-05-2023,2,2023-05-20,0,12,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13254001231007,
              14.002961804602435
            ],
            [
              80.13267326387648,
              14.002493121494837
            ],
            [
              80.13321737444511,
              14.002622413481802
            ],
            [
              80.13309522717384,
              14.003080322018718
            ],
            [
              80.13254001231007,
              14.002961804602435
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1358,856,1907,1515,1427,1188,1494,1537,1690,1625,1240,286
VAVILLAPALEM_B7,7.7,25,0,140,140,6700,888,952,0.06,22-05-2023,2,2023-05-20,0,10,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.1331356969323,
              14.00072961102346
            ],
            [
              80.1332700811094,
              14.000235207573866
            ],
            [
              80.13380761781605,
              14.000371032803415
            ],
            [
              80.13370123034326,
              14.000843703975946
            ],
            [
              80.1331356969323,
              14.00072961102346
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1367,938,1925,1509,1361,1158,1351,1395,1596,1560,1140,296
VAVILLAPALEM_B8,8.2,20,20,160,180,5400,728,871,0.05,22-05-2023,2,2023-05-20,0,12,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13331487583406,
              13.99993095876863
            ],
            [
              80.13342126330832,
              13.999501749947655
            ],
            [
              80.13398119737667,
              13.999626709560516
            ],
            [
              80.13387480990383,
              14.000083083221583
            ],
            [
              80.13331487583406,
              13.99993095876863
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1480,951,1841,1489,1317,1168,1347,1513,1725,1555,1226,243
VAVILLAPALEM_B9,7.8,21,0,150,150,5660,744,886,0.04,22-05-2023,2,2023-05-20,0,11,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13348845539616,
              13.999202933206305
            ],
            [
              80.13358924352929,
              13.998800888250813
            ],
            [
              80.13412678023451,
              13.998893249992236
            ],
            [
              80.13405958814678,
              13.999322459949653
            ],
            [
              80.13348845539616,
              13.999202933206305
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1451,893,1838,1480,1320,1152,1351,1486,1607,1522,1217,240
VAVILLAPALEM_A1,7.7,25,0,130,130,6700,908,1042,0.06,2023-05-30,0,2023-05-30,0,182,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.131119091458,
              14.004920565546442
            ],
            [
              80.13122478696772,
              14.004472367436549
            ],
            [
              80.13178849635136,
              14.00460150935487
            ],
            [
              80.1316828008417,
              14.005061102062214
            ],
            [
              80.131119091458,
              14.004920565546442
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1927,1283,2082,1773,1659,1552,1747,1939,2178,2192,1785,422
VAVILLAPALEM_A2,7.8,27,0,160,160,7000,944,1102,0.04,2023-05-30,0,2023-05-30,0,186,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13129525064016,
              14.004168503814356
            ],
            [
              80.13141660474406,
              14.003765883894701
            ],
            [
              80.13199597272205,
              14.003860841486073
            ],
            [
              80.13188244791576,
              14.004316637380583
            ],
            [
              80.13129525064016,
              14.004168503814356
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1833,1162,2106,1776,1602,1518,1648,1836,2004,2092,1664,433
VAVILLAPALEM_A3,8.2,25,20,160,180,6760,918,1032,0.06,2023-05-30,0,2023-05-30,0,172,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13149884272315,
              14.003467413451204
            ],
            [
              80.13160062358514,
              14.003030607456239
            ],
            [
              80.13212518648379,
              14.003159750184025
            ],
            [
              80.13199600308332,
              14.003592757626919
            ],
            [
              80.13149884272315,
              14.003467413451204
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1944,1247,2023,1767,1629,1518,1705,1933,2123,2165,1622,367
VAVILLAPALEM_A4,8.1,28,10,160,170,7800,984,1141,0.07,2023-05-30,0,2023-05-30,0,171,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13167584098596,
              14.00273867224982
            ],
            [
              80.13178370906684,
              14.00229908852998
            ],
            [
              80.1323500164907,
              14.002419450822558
            ],
            [
              80.13225832862184,
              14.002895666231836
            ],
            [
              80.13167584098596,
              14.00273867224982
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1835,1205,2045,1756,1587,1502,1654,1845,2070,2064,1608,376
VAVILLAPALEM_A5,7.7,25,0,150,150,6800,924,1026,0.08,2023-05-30,0,2023-05-30,0,150,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13186589609683,
              14.00200600817827
            ],
            [
              80.13194554989832,
              14.001526827858711
            ],
            [
              80.13251905726304,
              14.001650487391998
            ],
            [
              80.13240754194152,
              14.002145124857577
            ],
            [
              80.13186589609683,
              14.00200600817827
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1942,1297,2084,1759,1625,1480,1665,1854,2111,2128,1703,409
VAVILLAPALEM_A6,8.2,25,20,160,180,6800,928,1042,0.06,2023-05-30,0,2023-05-30,0,136,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13204938090564,
              14.001243573552244
            ],
            [
              80.13215558597335,
              14.000805611631762
            ],
            [
              80.13267599080558,
              14.000939576543033
            ],
            [
              80.13258040624413,
              14.001372385723144
            ],
            [
              80.13204938090564,
              14.001243573552244
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1873,1186,2062,1736,1559,1442,1641,1822,2017,2070,1558,379
VAVILLAPALEM_A7,8.3,22,30,170,200,6400,826,1021,0.06,2023-05-30,0,2023-05-30,0,137,"{
  ""type"": ""FeatureCollection"",
  ""features"": [
    {
      ""type"": ""Feature"",
      ""properties"": {},
      ""geometry"": {
        ""coordinates"": [
          [
            [
              80.13227241154868,
              14.000517071557198
            ],
            [
              80.13243702940258,
              13.999919380249949
            ],
            [
              80.13288309068713,
              13.999986362973686
            ],
            [
              80.1327397138457,
              14.00064588413538
            ],
            [
              80.13227241154868,
              14.000517071557198
            ]
          ]
        ],
        ""type"": ""Polygon""
      }
    }
  ]
}",1720,1154,2044,1719,1543,1429,1544,1712,1876,1896,1514,393
